"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-100870","EMP000869","Kumar Thapa","Kumar","Male","Indian","2002-08-03","23","Single","Active","Permanent","Full Time","2022-01-24","2022-04-24",,,"3.9","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-00869","Supervisor - Sales & Distribution","Sales & Distribution","G7","Supervisory","BLD-101446","Khalid Sharma","Doha Site","Qatar","Doha","Expatriate"
"BLD-100871","EMP000870","Deepak Santos","Deepak","Male","Indian","1957-07-20","67","Single","Terminated","Contract","Full Time","2011-08-04","2011-11-02","2025-04-19","Resignation - Relocation","13.7","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 3","CC-178","POS-00870","Assistant - Engineering & Maintenance","Engineering & Maintenance","G3","Staff","BLD-100014","Sanjay Baig","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100872","EMP000871","Tariq Rai","Tariq","Male","Egyptian","1983-08-04","40","Married","Terminated","Permanent","Full Time","2014-02-14","2014-05-15","2024-04-25","Resignation - Personal Reasons","10.2","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 1","CC-178","POS-00871","Officer - Engineering & Maintenance","Engineering & Maintenance","G3","Staff","BLD-101161","Ramesh Al-Sayed","Doha Site","Qatar","Doha","Expatriate"
"BLD-100873","EMP000872","Mariam Mansour","Mariam","Female","Egyptian","1961-10-14","64","Married","Active","Permanent","Full Time","2014-12-29","2015-03-29",,,"11","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-00872","Operator - Finance","Finance","G5","Staff","BLD-100895","Rina Malik","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100874","EMP000873","Krishna Cruz","Krishna","Male","Pakistani","1969-01-27","56","Married","Active","Permanent","Full Time","2021-03-27","2021-06-25",,,"4.8","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 1","CC-956","POS-00873","Technician - Production","Production","G1","Staff","BLD-100420","Sameer Cruz","Doha Site","Qatar","Doha","Expatriate"
"BLD-100875","EMP000874","Dina Al-Marri","Dina","Female","Egyptian","1970-12-06","55","Married","Active","Permanent","Full Time","2016-04-11","2016-07-10",,,"9.7","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 1","CC-118","POS-00874","Assistant - R&D","R&D","G1","Staff","BLD-100701","Rowena Kapoor","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100876","EMP000875","Priya Farouk","Priya","Female","Egyptian","1997-06-23","26","Single","Terminated","Permanent","Full Time","2022-08-12","2022-11-10","2024-06-10","Termination - Performance","1.8","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00875","Technician - Supply Chain & Logistics","Supply Chain & Logistics","G4","Staff","BLD-100773","Priya Mendoza","Cairo Site","Egypt","Cairo","Local"
"BLD-100877","EMP000876","Santosh Gurung","Santosh","Male","Egyptian","1970-02-09","55","Married","Active","Permanent","Full Time","2017-05-03","2017-08-01",,,"8.7","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00876","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-100139","Rajesh Ibrahim","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100878","EMP000877","Mona Abdullah","Mona","Female","Jordanian","1989-03-08","36","Married","Active","Permanent","Full Time","2016-04-03","2016-07-02",,,"9.7","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 2","CC-118","POS-00877","Senior Manager - R&D","R&D","G10","Managerial","BLD-100303","Rakesh Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100879","EMP000878","Mohamed El-Sayed","Mohamed","Male","Nepali","1982-05-19","42","Single","Terminated","Contract","Full Time","2014-07-02","2014-09-30","2025-04-19","Resignation - Relocation","10.8","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 3","CC-577","POS-00878","Operator - Corporate & Executive Office","Corporate & Executive Office","G4","Staff","BLD-100784","Manoj Pereira","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100880","EMP000879","Hari Al-Marri","Hari","Male","Sudanese","1975-04-06","50","Married","Active","Contract","Full Time","2014-12-04","2015-03-04",,,"11.1","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 2","CC-289","POS-00879","Coordinator - IT & Digital","IT & Digital","G5","Staff","BLD-101024","Amina Fernandes","Doha Site","Qatar","Doha","Expatriate"
"BLD-100881","EMP000880","Grace Ahmed","Grace","Female","Egyptian","1973-07-06","50","Single","Terminated","Permanent","Full Time","2017-06-20","2017-09-18","2023-11-19","End of Contract - Not Renewed by Employee","6.4","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-00880","Officer - Finance","Finance","G3","Staff","BLD-100895","Rina Malik","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100882","EMP000881","Anita Al-Marri","Anita","Female","Sudanese","1988-10-26","37","Married","Active","Permanent","Full Time","2020-05-24","2020-08-22",,,"5.6","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-00881","Operator - People & Culture","People & Culture","G2","Staff","BLD-101350","Omar Abdullah","10th of Ramadan City Site","Egypt","10th of Ramadan City","Expatriate"
"BLD-100883","EMP000882","Juan Santos","Juan","Male","Sri Lankan","1982-11-05","43","Married","Active","Permanent","Full Time","2017-05-17","2017-08-15",,,"8.6","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-00882","Operator - Farm Operations","Farm Operations","G1","Staff","BLD-100222","Tariq Pereira","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100884","EMP000883","Manoj Iqbal","Manoj","Male","Nepali","1979-03-03","46","Single","Active","Permanent","Full Time","2021-02-11","2021-05-12",,,"4.9","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-00883","Vice President - Procurement","Procurement","G14","Executive","BLD-100001","Yousef Al-Attiyah","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100885","EMP000884","Deepak Cruz","Deepak","Male","Pakistani","1995-11-23","30","Married","Active","Temporary","Full Time","2016-12-17","2017-03-17",,,"9","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 3","CC-370","POS-00884","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-100509","Rina Hassan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100886","EMP000885","Jose Farouk","Jose","Male","Egyptian","1967-09-03","58","Married","Active","Permanent","Full Time","2013-06-06","2013-09-04",,,"12.6","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-00885","Officer - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G3","Staff","BLD-100051","Rajesh Kapoor","Cairo Site","Egypt","Cairo","Local"
"BLD-100887","EMP000886","Kumar Thapa","Kumar","Male","Indian","1969-09-25","56","Single","Active","Contract","Full Time","2013-06-09","2013-09-07",,,"12.6","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-00886","Team Lead - Production","Production","G6","Supervisory","BLD-100137","Mohamed Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100888","EMP000887","Anil Ibrahim","Anil","Male","Jordanian","1977-11-13","48","Married","Terminated","Permanent","Full Time","2010-03-23","2010-06-21","2025-12-14","Resignation - Personal Reasons","15.7","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-00887","Operator - Procurement","Procurement","G1","Staff","BLD-100864","Khalid Baig","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100889","EMP000888","Cherry Santos","Cherry","Female","Egyptian","1978-07-21","47","Married","Active","Permanent","Full Time","2020-02-18","2020-05-18",,,"5.9","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00888","Specialist - Finance","Finance","G8","Supervisory","BLD-101364","Manoj Rai","Doha Site","Qatar","Doha","Expatriate"
"BLD-100890","EMP000889","Tariq Al-Marri","Tariq","Male","Filipino","1967-09-11","55","Single","Terminated","Permanent","Full Time","2016-01-04","2016-04-03","2023-05-02","Resignation - Personal Reasons","7.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00889","Assistant - Supply Chain & Logistics","Supply Chain & Logistics","G3","Staff","BLD-100261","Yasmin Devi","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100891","EMP000890","Ahmed Malik","Ahmed","Male","Sri Lankan","1972-12-03","53","Single","Active","Contract","Part Time","2010-11-10","2011-02-08",,,"15.1","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00890","Manager - Finance","Finance","G11","Managerial","BLD-101297","Krishna Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100892","EMP000891","Suresh Mahmoud","Suresh","Male","Nepali","1997-01-15","28","Single","Active","Permanent","Full Time","2020-07-21","2020-10-19",,,"5.4","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-00891","Associate - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-100509","Rina Hassan","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100893","EMP000892","Rania Al-Kuwari","Rania","Female","Egyptian","1965-02-26","60","Married","Active","Permanent","Full Time","2015-10-15","2016-01-13",,,"10.2","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 1","CC-916","POS-00892","Operator - Marketing","Marketing","G2","Staff","BLD-101412","Hassan Pereira","Doha Site","Qatar","Doha","Expatriate"
"BLD-100894","EMP000893","Yasmin Iqbal","Yasmin","Female","Pakistani","1987-05-08","38","Married","Terminated","Permanent","Full Time","2011-11-29","2012-02-27","2025-11-30","End of Contract - Not Renewed by Employee","14","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 2","CC-637","POS-00893","Senior Technician - Procurement","Procurement","G6","Supervisory","BLD-100276","Jose Pereira","Doha Site","Qatar","Doha","Expatriate"
"BLD-100895","EMP000894","Rina Malik","Rina","Female","Egyptian","1969-11-03","56","Married","Active","Permanent","Full Time","2013-04-11","2013-07-10",,,"12.7","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00894","Senior Officer - Finance","Finance","G9","Supervisory","BLD-100295","Noor Sharma","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100896","EMP000895","Hind Youssef","Hind","Female","Filipino","1975-01-03","50","Married","Active","Permanent","Full Time","2011-11-03","2012-02-01",,,"14.2","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-00895","Team Lead - People & Culture","People & Culture","G9","Supervisory","BLD-100657","Waleed Mendoza","Doha Site","Qatar","Doha","Expatriate"
"BLD-100897","EMP000896","Yasmin Malik","Yasmin","Female","Sri Lankan","1966-04-21","59","Single","Active","Permanent","Full Time","2017-03-09","2017-06-07",,,"8.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-00896","Senior Manager - R&D","R&D","G10","Managerial","BLD-100303","Rakesh Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-100898","EMP000897","Rania Cruz","Rania","Female","Egyptian","1988-10-17","37","Single","Active","Permanent","Full Time","2016-11-24","2017-02-22",,,"9.1","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 3","CC-310","POS-00897","Assistant - People & Culture","People & Culture","G1","Staff","BLD-100592","Yasmin Cruz","Cairo Site","Egypt","Cairo","Local"
"BLD-100899","EMP000898","Rowena Thapa","Rowena","Female","Bangladeshi","1959-10-01","64","Single","Terminated","Permanent","Full Time","2013-05-22","2013-08-20","2024-05-22","End of Contract - Not Renewed by Employee","11","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00898","Officer - Supply Chain & Logistics","Supply Chain & Logistics","G4","Staff","BLD-100093","Bishnu Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100900","EMP000899","Juan Khan","Juan","Male","Egyptian","1976-10-26","47","Single","Terminated","Permanent","Full Time","2016-10-11","2017-01-09","2024-03-27","Resignation - Better Opportunity","7.5","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00899","Coordinator - Finance","Finance","G1","Staff","BLD-101280","Santosh Reyes","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100901","EMP000900","Ahmed Pereira","Ahmed","Male","Jordanian","1985-09-23","37","Married","Terminated","Permanent","Full Time","2019-10-04","2020-01-02","2023-05-28","Resignation - Relocation","3.6","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 3","CC-502","POS-00900","Associate - Finance","Finance","G4","Staff","BLD-101180","Reem Farouk","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100902","EMP000901","Noor Islam","Noor","Female","Jordanian","1992-05-25","33","Married","Active","Permanent","Full Time","2019-09-30","2019-12-29",,,"6.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-00901","Senior Manager - Procurement","Procurement","G10","Managerial","BLD-100763","Mohamed Rai","Doha Site","Qatar","Doha","Expatriate"
"BLD-100903","EMP000902","Omar Cruz","Omar","Male","Egyptian","1980-06-24","44","Married","Terminated","Permanent","Full Time","2013-04-07","2013-07-06","2025-03-04","Resignation - Personal Reasons","11.9","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-00902","Operator - Corporate & Executive Office","Corporate & Executive Office","G3","Staff","BLD-100391","Rowena Pereira","Doha Site","Qatar","Doha","Expatriate"
"BLD-100904","EMP000903","Shobha Reyes","Shobha","Female","Indian","1989-12-22","36","Married","Active","Permanent","Full Time","2016-05-25","2016-08-23",,,"9.6","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-00903","Technician - Corporate & Executive Office","Corporate & Executive Office","G4","Staff","BLD-100016","Rajesh Sharma","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100905","EMP000904","Sanjay El-Sayed","Sanjay","Male","Filipino","1971-05-10","54","Married","Active","Permanent","Full Time","2021-09-08","2021-12-07",,,"4.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00904","Team Lead - Supply Chain & Logistics","Supply Chain & Logistics","G7","Supervisory","BLD-100444","Amina Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100906","EMP000905","Khalid Farouk","Khalid","Male","Indian","1967-05-25","58","Married","Active","Permanent","Full Time","2021-12-17","2022-03-17",,,"4","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-00905","Technician - People & Culture","People & Culture","G4","Staff","BLD-100035","Noor Mahmoud","Doha Site","Qatar","Doha","Expatriate"
"BLD-100907","EMP000906","Dalia Baig","Dalia","Female","Egyptian","1999-01-26","24","Married","Terminated","Permanent","Full Time","2022-08-13","2022-11-11","2023-05-07","Resignation - Personal Reasons","0.7","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 1","CC-564","POS-00906","Specialist - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G6","Supervisory","BLD-101465","Ahmed Farouk","Alexandria Site","Egypt","Alexandria","Local"
"BLD-100908","EMP000907","Rania Kapoor","Rania","Female","Sri Lankan","1978-11-24","47","Single","Active","Contract","Full Time","2020-03-16","2020-06-14",,,"5.8","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 1","CC-577","POS-00907","Manager - Corporate & Executive Office","Corporate & Executive Office","G11","Managerial","BLD-100861","Pooja Chowdhury","Doha Site","Qatar","Doha","Expatriate"
"BLD-100909","EMP000908","Faisal Islam","Faisal","Male","Egyptian","1993-05-18","30","Married","Terminated","Permanent","Full Time","2014-11-28","2015-02-26","2023-08-29","Resignation - Relocation","8.8","Baladna Egypt","Operations","Production","Operations","Production - Section 2","CC-956","POS-00908","Coordinator - Production","Production","G1","Staff","BLD-100363","Kavita Chowdhury","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100910","EMP000909","Arjun Mendoza","Arjun","Male","Pakistani","1986-02-19","39","Married","Active","Permanent","Full Time","2015-03-11","2015-06-09",,,"10.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-00909","Officer - R&D","R&D","G2","Staff","BLD-101212","Layla Chowdhury","Doha Site","Qatar","Doha","Expatriate"
"BLD-100911","EMP000910","Ramesh Islam","Ramesh","Male","Indian","1977-10-24","48","Married","Active","Permanent","Full Time","2017-12-06","2018-03-06",,,"8.1","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 3","CC-662","POS-00910","Officer - Farm Operations","Farm Operations","G1","Staff","BLD-101138","Manoj Ibrahim","Doha Site","Qatar","Doha","Expatriate"
"BLD-100912","EMP000911","Hari Al-Kuwari","Hari","Male","Indian","1965-09-14","60","Married","Active","Permanent","Full Time","2010-02-22","2010-05-23",,,"15.9","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-00911","Specialist - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G7","Supervisory","BLD-100744","Vikram Hassan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100913","EMP000912","Nadia Fernandes","Nadia","Female","Indian","1969-08-19","54","Married","Terminated","Permanent","Full Time","2013-09-26","2013-12-25","2024-07-14","Resignation - Relocation","10.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 1","CC-118","POS-00912","Assistant - R&D","R&D","G3","Staff","BLD-101491","Bishnu Cruz","Doha Site","Qatar","Doha","Expatriate"
"BLD-100914","EMP000913","Krishna Fernandes","Krishna","Male","Nepali","1980-04-02","45","Married","Active","Permanent","Full Time","2014-11-08","2015-02-06",,,"11.1","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 3","CC-178","POS-00913","Senior Technician - Engineering & Maintenance","Engineering & Maintenance","G6","Supervisory","BLD-100790","Suresh Devi","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100915","EMP000914","Ahmed Iqbal","Ahmed","Male","Sri Lankan","2001-09-13","24","Married","Active","Permanent","Full Time","2022-07-03","2022-10-01",,,"3.5","Baladna Q.P.S.C. (Qatar)","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00914","Team Lead - Sales & Distribution","Sales & Distribution","G9","Supervisory","BLD-100804","Suresh Khan","Doha Site","Qatar","Doha","Expatriate"
"BLD-100916","EMP000915","Sunita Baig","Sunita","Female","Sri Lankan","1967-04-12","58","Other","Active","Permanent","Full Time","2017-09-20","2017-12-19",,,"8.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00915","Manager - Procurement","Procurement","G10","Managerial","BLD-100884","Manoj Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100917","EMP000916","Tariq Iqbal","Tariq","Male","Egyptian","1964-05-26","61","Other","Active","Permanent","Full Time","2016-07-14","2016-10-12",,,"9.5","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-00916","Supervisor - Sales & Distribution","Sales & Distribution","G6","Supervisory","BLD-100951","Yasmin Sharma","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-100918","EMP000917","Rakesh Chowdhury","Rakesh","Male","Nepali","1976-08-17","48","Married","Terminated","Permanent","Full Time","2014-08-19","2014-11-17","2024-12-12","Resignation - Better Opportunity","10.3","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 3","CC-956","POS-00917","Supervisor - Production","Production","G9","Supervisory","BLD-100394","Hari Abdullah","Doha Site","Qatar","Doha","Expatriate"
"BLD-100919","EMP000918","Ramesh Santos","Ramesh","Male","Jordanian","1957-12-17","66","Married","Terminated","Permanent","Full Time","2011-02-14","2011-05-15","2024-04-15","Resignation - Better Opportunity","13.2","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00918","Specialist - Supply Chain & Logistics","Supply Chain & Logistics","G9","Supervisory","BLD-100837","Ali Gurung","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100920","EMP000919","Arjun Iqbal","Arjun","Male","Egyptian","1978-02-18","47","Married","Active","Contract","Part Time","2013-04-23","2013-07-22",,,"12.7","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-00919","Officer - Farm Operations","Farm Operations","G1","Staff","BLD-100073","Krishna Sharma","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100921","EMP000920","Hassan Rai","Hassan","Male","Sudanese","1986-02-14","37","Single","Terminated","Permanent","Full Time","2014-04-10","2014-07-09","2023-12-28","Resignation - Personal Reasons","9.7","Baladna Q.P.S.C. (Qatar)","Operations","Production","Operations","Production - Section 1","CC-956","POS-00920","Officer - Production","Production","G2","Staff","BLD-100709","Rakesh Youssef","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-100922","EMP000921","Grace Fernandes","Grace","Female","Nepali","1994-06-19","29","Other","Terminated","Permanent","Full Time","2018-09-18","2018-12-17","2023-12-05","Resignation - Relocation","5.2","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 3","CC-916","POS-00921","Officer - Marketing","Marketing","G2","Staff","BLD-100380","Dalia Mendoza","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100923","EMP000922","Vikram Islam","Vikram","Male","Bangladeshi","1968-09-23","55","Single","Terminated","Permanent","Full Time","2019-03-24","2019-06-22","2024-05-04","Resignation - Personal Reasons","5.1","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-00922","Senior Manager - Finance","Finance","G11","Managerial","BLD-101297","Krishna Kapoor","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100924","EMP000923","Prakash Thapa","Prakash","Male","Pakistani","1967-07-02","58","Married","Active","Temporary","Full Time","2017-03-07","2017-06-05",,,"8.8","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 3","CC-637","POS-00923","Associate - Procurement","Procurement","G1","Staff","BLD-101074","Omar Iqbal","Doha Site","Qatar","Doha","Expatriate"
"BLD-100925","EMP000924","Mohamed Chowdhury","Mohamed","Male","Sri Lankan","1971-08-16","54","Single","Active","Contract","Full Time","2016-10-18","2017-01-16",,,"9.2","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-00924","Supervisor - Procurement","Procurement","G6","Supervisory","BLD-101231","Arjun Khan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100926","EMP000925","Kavita Sharma","Kavita","Female","Bangladeshi","1970-06-23","55","Single","Active","Permanent","Part Time","2019-12-15","2020-03-14",,,"6","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 2","CC-118","POS-00925","Senior Technician - R&D","R&D","G6","Supervisory","BLD-101005","Rania Santos","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100927","EMP000926","Anil Chowdhury","Anil","Male","Qatari","1966-12-04","59","Single","Active","Permanent","Full Time","2014-07-10","2014-10-08",,,"11.5","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-00926","Officer - People & Culture","People & Culture","G1","Staff","BLD-100105","Rowena Islam","Doha Site","Qatar","Doha","Local"
"BLD-100928","EMP000927","Dina Chowdhury","Dina","Female","Egyptian","1975-09-14","50","Married","Active","Permanent","Full Time","2011-09-09","2011-12-08",,,"14.3","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00927","Supervisor - Finance","Finance","G9","Supervisory","BLD-101304","Nadia Youssef","Doha Site","Qatar","Doha","Expatriate"
"BLD-100929","EMP000928","Juan Kapoor","Juan","Male","Pakistani","1985-02-15","38","Other","Terminated","Permanent","Full Time","2021-09-03","2021-12-02","2023-08-10","Resignation - Better Opportunity","1.9","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 1","CC-178","POS-00928","Specialist - Engineering & Maintenance","Engineering & Maintenance","G9","Supervisory","BLD-100494","Ravi Youssef","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100930","EMP000929","Sanjay Rai","Sanjay","Male","Indian","1991-08-20","34","Married","Active","Permanent","Full Time","2017-01-02","2017-04-02",,,"9","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-00929","Assistant Manager - Supply Chain & Logistics","Supply Chain & Logistics","G11","Managerial","BLD-100766","Priya Farouk","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100931","EMP000930","Bikram Hassan","Bikram","Male","Filipino","1976-05-21","49","Single","Active","Permanent","Full Time","2013-07-18","2013-10-16",,,"12.5","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-00930","Senior Manager - Farm Operations","Farm Operations","G11","Managerial","BLD-100199","Anil Khan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-100932","EMP000931","Mona Chowdhury","Mona","Female","Egyptian","1963-10-21","59","Married","Terminated","Contract","Full Time","2012-11-13","2013-02-11","2023-05-11","Resignation - Relocation","10.5","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-00931","Technician - Finance","Finance","G5","Staff","BLD-100066","Prakash Ibrahim","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
