"employee_id","hire_date","termination_date","termination_reason","voluntary_involuntary","department","grade","manager","gender","age","tenure"
"BLD-100909","2014-11-28","2023-08-29","Resignation - Relocation","Voluntary","Production","G1","Kavita Chowdhury","Male","30","8.8"
"BLD-100913","2013-09-26","2024-07-14","Resignation - Relocation","Voluntary","R&D","G3","Bishnu Cruz","Female","54","10.8"
"BLD-100918","2014-08-19","2024-12-12","Resignation - Better Opportunity","Voluntary","Production","G9","Hari Abdullah","Male","48","10.3"
"BLD-100919","2011-02-14","2024-04-15","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G9","Ali Gurung","Male","66","13.2"
"BLD-100921","2014-04-10","2023-12-28","Resignation - Personal Reasons","Voluntary","Production","G2","Rakesh Youssef","Male","37","9.7"
"BLD-100922","2018-09-18","2023-12-05","Resignation - Relocation","Voluntary","Marketing","G2","Dalia Mendoza","Female","29","5.2"
"BLD-100923","2019-03-24","2024-05-04","Resignation - Personal Reasons","Voluntary","Finance","G11","Krishna Kapoor","Male","55","5.1"
"BLD-100929","2021-09-03","2023-08-10","Resignation - Better Opportunity","Voluntary","Engineering & Maintenance","G9","Ravi Youssef","Male","38","1.9"
"BLD-100932","2012-11-13","2023-05-11","Resignation - Relocation","Voluntary","Finance","G5","Prakash Ibrahim","Female","59","10.5"
"BLD-100933","2011-07-18","2024-12-17","Resignation - Personal Reasons","Voluntary","Supply Chain & Logistics","G4","Aisha Mendoza","Male","46","13.4"
"BLD-100934","2013-09-29","2025-12-02","Resignation - Personal Reasons","Voluntary","Engineering & Maintenance","G1","Mohamed Rai","Male","44","12.2"
"BLD-100935","2011-06-06","2024-01-16","Resignation - Relocation","Voluntary","Sales & Distribution","G9","Suresh Khan","Female","46","12.6"
"BLD-100938","2015-03-19","2025-08-13","Resignation - Better Opportunity","Voluntary","Sales & Distribution","G1","Bishnu Al-Marri","Male","60","10.4"
"BLD-100939","2014-01-09","2023-09-16","Resignation - Better Opportunity","Voluntary","Sales & Distribution","G2","Ramesh El-Sayed","Male","45","9.7"
"BLD-100940","2016-03-06","2023-12-03","Resignation - Relocation","Voluntary","Finance","G6","Rajesh Reyes","Female","28","7.7"
"BLD-100941","2021-05-25","2024-01-27","Resignation - Better Opportunity","Voluntary","Finance","G4","Suresh El-Sayed","Female","56","2.7"
"BLD-100942","2014-12-29","2025-06-03","Resignation - Relocation","Voluntary","Procurement","G6","Noor Islam","Male","41","10.4"
"BLD-100943","2019-08-04","2025-08-28","End of Contract - Not Renewed by Employee","Voluntary","Supply Chain & Logistics","G2","Jose Reyes","Male","29","6.1"
"BLD-100945","2013-02-02","2023-07-17","End of Contract - Not Renewed by Employee","Voluntary","Production","G1","Ravi Iqbal","Male","41","10.5"
"BLD-100946","2010-04-19","2025-02-02","Resignation - Personal Reasons","Voluntary","Procurement","G7","Santosh Mansour","Female","62","14.8"
"BLD-100947","2014-07-29","2025-12-05","Termination - Redundancy","Involuntary","People & Culture","G9","Ahmed Santos","Male","62","11.4"
"BLD-100950","2013-09-13","2025-05-29","Resignation - Personal Reasons","Voluntary","Quality Assurance & Food Safety","G1","Ali Santos","Female","63","11.7"
"BLD-100952","2020-03-01","2025-08-17","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G1","Mohamed Mansour","Male","57","5.5"
"BLD-100954","2014-05-01","2023-06-18","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G1","Ali Al-Kuwari","Female","31","9.1"
"BLD-100955","2011-02-14","2025-10-26","Resignation - Better Opportunity","Voluntary","R&D","G4","Layla Chowdhury","Male","43","14.7"
"BLD-100956","2013-11-23","2025-05-31","Termination - Redundancy","Involuntary","Production","G1","Sameer Rai","Male","31","11.5"
"BLD-100957","2018-10-15","2023-11-22","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G6","Prakash Kapoor","Male","52","5.1"
"BLD-100958","2018-04-13","2024-05-19","Resignation - Better Opportunity","Voluntary","Marketing","G7","Rajesh Malik","Male","51","6.1"
"BLD-100963","2021-08-09","2024-06-29","Resignation - Relocation","Voluntary","Finance","G6","Ali Ahmed","Male","27","2.9"
"BLD-100964","2012-02-21","2024-02-10","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G2","Krishna Youssef","Male","46","12"
"BLD-100965","2011-07-08","2023-12-11","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G1","Bishnu Reyes","Female","65","12.4"
"BLD-100967","2017-09-03","2024-12-05","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G3","Jose Reyes","Female","52","7.3"
"BLD-100968","2018-10-14","2023-09-07","Resignation - Relocation","Voluntary","Production","G6","Faisal Chowdhury","Male","39","4.9"
"BLD-100969","2011-04-17","2023-09-19","Termination - Disciplinary","Involuntary","Farm Operations","G5","Ravi Ahmed","Male","65","12.4"
"BLD-100974","2012-03-07","2023-07-05","Termination - Performance","Involuntary","Finance","G2","Santosh Fernandes","Female","38","11.3"
"BLD-100978","2017-04-29","2024-02-13","Contract Non-Renewal - Company Decision","Involuntary","Production","G1","Rakesh Youssef","Male","45","6.8"
"BLD-100979","2018-12-15","2025-07-12","Resignation - Personal Reasons","Voluntary","Farm Operations","G6","Ahmed Cruz","Male","60","6.6"
"BLD-100984","2016-04-22","2023-09-11","Resignation - Relocation","Voluntary","Marketing","G4","Hassan Pereira","Female","33","7.4"
"BLD-100985","2012-08-04","2023-10-24","Resignation - Relocation","Voluntary","People & Culture","G1","Manoj Pereira","Female","32","11.2"
"BLD-100986","2011-10-30","2023-01-12","End of Contract - Not Renewed by Employee","Voluntary","Sales & Distribution","G1","Omar Chowdhury","Male","36","11.2"
"BLD-100987","2011-05-28","2023-06-06","End of Contract - Not Renewed by Employee","Voluntary","Engineering & Maintenance","G4","Prakash Farouk","Male","52","12"
"BLD-100988","2019-11-16","2024-11-06","Resignation - Better Opportunity","Voluntary","IT & Digital","G4","Rania Iqbal","Male","39","5"
"BLD-100990","2018-12-04","2025-10-23","Termination - Performance","Involuntary","Engineering & Maintenance","G5","Manoj Farouk","Male","31","6.9"
"BLD-100991","2019-03-06","2023-05-07","Resignation - Relocation","Voluntary","People & Culture","G1","Hassan El-Sayed","Male","39","4.2"
"BLD-100996","2016-11-13","2024-01-02","Termination - Performance","Involuntary","Marketing","G4","Nadia Iqbal","Female","49","7.1"
"BLD-100997","2017-09-21","2025-11-26","Resignation - Personal Reasons","Voluntary","Engineering & Maintenance","G1","Ramesh Gurung","Male","62","8.2"
"BLD-100998","2021-10-25","2023-10-22","Resignation - Better Opportunity","Voluntary","IT & Digital","G4","Hari Al-Marri","Male","53","2"
"BLD-101002","2017-08-29","2024-01-19","End of Contract - Not Renewed by Employee","Voluntary","Corporate & Executive Office","G7","Sameer Islam","Female","40","6.4"
"BLD-101003","2014-06-02","2023-09-26","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G4","Rajesh Kapoor","Male","39","9.3"
"BLD-101004","2012-02-16","2025-06-29","Resignation - Better Opportunity","Voluntary","People & Culture","G2","Mona Thapa","Female","35","13.4"
"BLD-101005","2017-12-19","2023-06-08","Resignation - Relocation","Voluntary","R&D","G11","Deepak Gurung","Female","28","5.5"
"BLD-101007","2020-10-23","2023-09-07","Resignation - Relocation","Voluntary","Corporate & Executive Office","G2","Rina Rai","Male","22","2.9"
"BLD-101008","2021-02-10","2024-12-22","Resignation - Relocation","Voluntary","R&D","G8","Kumar Iqbal","Male","45","3.9"
"BLD-101011","2019-11-11","2024-09-17","Resignation - Better Opportunity","Voluntary","IT & Digital","G5","Waleed Chowdhury","Male","49","4.9"
"BLD-101015","2010-09-02","2024-08-30","Resignation - Better Opportunity","Voluntary","Quality Assurance & Food Safety","G4","Juan Al-Marri","Male","49","14"
"BLD-101019","2017-10-10","2025-10-04","End of Contract - Not Renewed by Employee","Voluntary","Sales & Distribution","G4","Kumar Thapa","Male","52","8"
"BLD-101020","2010-03-21","2025-06-16","Resignation - Personal Reasons","Voluntary","Production","G1","Arjun Kapoor","Male","55","15.2"
"BLD-101022","2021-03-12","2023-10-19","Termination - Performance","Involuntary","Quality Assurance & Food Safety","G1","Pooja Mansour","Male","40","2.6"
"BLD-101025","2017-03-14","2024-12-23","End of Contract - Not Renewed by Employee","Voluntary","Finance","G9","Vikram Abdullah","Male","33","7.8"
"BLD-101026","2015-08-16","2023-03-05","Resignation - Relocation","Voluntary","R&D","G1","Bishnu Khan","Male","28","7.6"
"BLD-101029","2022-03-16","2023-06-06","Resignation - Relocation","Voluntary","Marketing","G4","Hassan Pereira","Female","34","1.2"
"BLD-101034","2010-01-25","2023-08-24","Resignation - Personal Reasons","Voluntary","Sales & Distribution","G6","Suresh Hassan","Male","67","13.6"
"BLD-101035","2018-07-24","2024-03-29","Resignation - Personal Reasons","Voluntary","Production","G3","Faisal Ibrahim","Male","47","5.7"
"BLD-101036","2011-11-15","2023-04-21","End of Contract - Not Renewed by Employee","Voluntary","Finance","G5","Nadia Al-Marri","Female","33","11.4"
"BLD-101037","2010-08-29","2023-10-22","Resignation - Personal Reasons","Voluntary","People & Culture","G1","Noor Baig","Male","67","13.1"
"BLD-101044","2019-10-05","2024-07-28","Resignation - Relocation","Voluntary","Procurement","G1","Ali Al-Kuwari","Male","27","4.8"
"BLD-101046","2019-09-23","2023-01-25","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G1","Sanjay Fernandes","Male","23","3.3"
"BLD-101047","2022-01-24","2024-02-09","Contract Non-Renewal - Company Decision","Involuntary","Finance","G3","Sara Sharma","Female","22","2"
"BLD-101050","2013-05-10","2023-09-13","Resignation - Better Opportunity","Voluntary","R&D","G7","Kumar Iqbal","Male","42","10.3"
"BLD-101054","2023-08-15","2025-02-27","End of Contract - Not Renewed by Employee","Voluntary","Supply Chain & Logistics","G2","Bishnu Iqbal","Female","48","1.5"
"BLD-101055","2024-01-26","2025-07-08","Resignation - Better Opportunity","Voluntary","R&D","G4","Arjun Santos","Male","42","1.4"
"BLD-101058","2023-07-09","2025-11-23","End of Contract - Not Renewed by Employee","Voluntary","Supply Chain & Logistics","G5","Prakash Reyes","Male","53","2.4"
"BLD-101061","2023-09-12","2025-11-16","End of Contract - Not Renewed by Employee","Voluntary","R&D","G3","Arjun Santos","Female","54","2.2"
"BLD-101064","2024-10-22","2025-02-09","Resignation - Relocation","Voluntary","Sales & Distribution","G9","Hassan Baig","Female","41","0.3"
"BLD-101071","2024-09-01","2025-06-06","Resignation - Relocation","Voluntary","Sales & Distribution","G1","Prakash Pereira","Male","47","0.8"
"BLD-101072","2024-07-10","2025-10-03","Contract Non-Renewal - Company Decision","Involuntary","IT & Digital","G2","Mona Khan","Male","26","1.2"
"BLD-101076","2024-03-16","2024-11-27","Resignation - Relocation","Voluntary","People & Culture","G1","Manoj Fernandes","Female","49","0.7"
"BLD-101078","2024-01-12","2025-12-20","Resignation - Relocation","Voluntary","R&D","G3","Waleed Cruz","Female","38","1.9"
"BLD-101080","2023-12-22","2024-04-07","Contract Non-Renewal - Company Decision","Involuntary","Supply Chain & Logistics","G1","Sanjay El-Sayed","Female","49","0.3"
"BLD-101086","2023-05-01","2023-05-18","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G9","Sanjay Devi","Female","45","0"
"BLD-101088","2024-08-14","2025-09-29","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G1","Prakash Reyes","Male","22","1.1"
"BLD-101089","2023-01-11","2023-07-22","End of Contract - Not Renewed by Employee","Voluntary","Sales & Distribution","G2","Bishnu Al-Marri","Female","38","0.5"
"BLD-101092","2023-02-08","2025-08-17","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G9","Sanjay Rai","Male","32","2.5"
"BLD-101093","2023-01-13","2023-06-04","Resignation - Better Opportunity","Voluntary","People & Culture","G14","Yousef Al-Attiyah","Female","39","0.4"
"BLD-101095","2025-02-26","2025-07-27","Contract Non-Renewal - Company Decision","Involuntary","Production","G5","Rakesh Youssef","Female","31","0.4"
"BLD-101097","2023-10-12","2024-09-24","Resignation - Better Opportunity","Voluntary","IT & Digital","G1","Rowena Ibrahim","Male","52","1"
"BLD-101100","2024-10-10","2025-08-14","Resignation - Relocation","Voluntary","Sales & Distribution","G4","Rajesh Abdullah","Male","47","0.8"
"BLD-101102","2023-07-17","2024-08-03","End of Contract - Not Renewed by Employee","Voluntary","Supply Chain & Logistics","G1","Bishnu Iqbal","Male","36","1"
"BLD-101106","2024-10-21","2025-05-28","Resignation - Better Opportunity","Voluntary","Finance","G4","Mohamed Al-Sayed","Female","20","0.6"
"BLD-101107","2024-02-20","2024-08-01","Termination - Disciplinary","Involuntary","IT & Digital","G1","Ahmed Santos","Female","35","0.4"
"BLD-101113","2023-10-08","2025-08-27","Termination - Performance","Involuntary","Quality Assurance & Food Safety","G4","Sameer Hassan","Male","54","1.9"
"BLD-101114","2024-03-09","2025-06-28","Resignation - Relocation","Voluntary","Procurement","G5","Mohamed Chowdhury","Female","32","1.3"
"BLD-101118","2024-03-24","2025-04-08","Termination - Performance","Involuntary","Procurement","G3","Bikram Al-Kuwari","Male","30","1"
"BLD-101119","2023-04-24","2025-12-30","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G1","Ahmed Rai","Male","48","2.7"
"BLD-101121","2023-06-25","2024-01-19","Termination - Redundancy","Involuntary","Quality Assurance & Food Safety","G1","Kumar Mansour","Male","42","0.6"
"BLD-101122","2025-04-05","2025-10-25","Resignation - Personal Reasons","Voluntary","R&D","G6","Ravi Al-Sayed","Male","45","0.6"
"BLD-101123","2023-07-23","2024-08-15","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G8","Aisha Malik","Male","51","1.1"
"BLD-101132","2024-01-22","2025-03-14","Resignation - Better Opportunity","Voluntary","Farm Operations","G5","Hari Cruz","Male","40","1.1"
"BLD-101134","2023-07-06","2024-01-30","Contract Non-Renewal - Company Decision","Involuntary","People & Culture","G1","Noor Baig","Female","21","0.6"
"BLD-101142","2023-07-01","2024-02-06","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G5","Yasmin Iqbal","Male","53","0.6"
"BLD-101155","2025-06-10","2025-08-03","Termination - Disciplinary","Involuntary","Supply Chain & Logistics","G1","Prakash Reyes","Male","20","0.1"
"BLD-101157","2024-07-26","2025-10-19","Termination - Disciplinary","Involuntary","Farm Operations","G6","Anil Fernandes","Male","26","1.2"
"BLD-101162","2023-05-23","2025-02-16","Termination - Performance","Involuntary","IT & Digital","G3","Arjun Mendoza","Male","26","1.7"
"BLD-101164","2023-09-05","2024-04-25","End of Contract - Not Renewed by Employee","Voluntary","People & Culture","G9","Khalid Thapa","Female","34","0.6"
"BLD-101166","2024-04-05","2024-04-22","Resignation - Personal Reasons","Voluntary","Farm Operations","G3","Santosh Abdullah","Male","48","0"
"BLD-101167","2023-08-08","2024-04-28","Resignation - Relocation","Voluntary","Marketing","G11","Huda Abdullah","Female","41","0.7"
"BLD-101173","2023-01-26","2024-03-04","Resignation - Better Opportunity","Voluntary","Production","G5","Tariq Mansour","Male","36","1.1"
"BLD-101174","2025-10-21","2025-10-28","Resignation - Better Opportunity","Voluntary","Procurement","G5","Ahmed Rai","Male","20","0"
"BLD-101175","2023-09-09","2024-12-03","Resignation - Better Opportunity","Voluntary","Procurement","G4","Yasmin Iqbal","Female","33","1.2"
"BLD-101180","2023-07-23","2023-08-23","Resignation - Better Opportunity","Voluntary","Finance","G9","Dalia Al-Kuwari","Female","31","0.1"
"BLD-101182","2023-10-08","2025-02-09","Resignation - Better Opportunity","Voluntary","IT & Digital","G1","Manoj Mansour","Female","43","1.3"
"BLD-101187","2024-10-16","2024-11-28","Resignation - Relocation","Voluntary","Finance","G3","Bishnu Pereira","Female","52","0.1"
"BLD-101188","2023-09-17","2024-02-23","Contract Non-Renewal - Company Decision","Involuntary","Quality Assurance & Food Safety","G5","Hari Al-Kuwari","Male","49","0.4"
"BLD-101190","2024-06-03","2024-12-15","Resignation - Personal Reasons","Voluntary","People & Culture","G2","Arjun Islam","Female","41","0.5"
"BLD-101191","2023-06-18","2024-07-28","End of Contract - Not Renewed by Employee","Voluntary","IT & Digital","G4","Rajesh Mansour","Female","43","1.1"
"BLD-101200","2023-02-22","2024-04-07","Resignation - Personal Reasons","Voluntary","IT & Digital","G5","Dalia Al-Kuwari","Female","27","1.1"
"BLD-101209","2024-02-17","2024-04-24","Termination - Performance","Involuntary","R&D","G4","Anita Ahmed","Male","40","0.2"
"BLD-101214","2024-01-03","2025-10-28","Resignation - Better Opportunity","Voluntary","R&D","G5","Bishnu Mansour","Female","28","1.8"
"BLD-101224","2023-10-17","2024-12-26","Resignation - Personal Reasons","Voluntary","Farm Operations","G2","Noor Islam","Female","41","1.2"
"BLD-101226","2024-03-23","2024-12-18","Termination - Performance","Involuntary","Finance","G5","Suresh Baig","Female","44","0.7"
"BLD-101230","2023-04-14","2025-09-23","Termination - Redundancy","Involuntary","Corporate & Executive Office","G3","Santosh El-Sayed","Male","56","2.4"
"BLD-101231","2024-01-06","2024-07-29","Resignation - Better Opportunity","Voluntary","Procurement","G11","Mohamed Rai","Male","44","0.6"
"BLD-101236","2024-11-12","2025-01-04","Termination - Redundancy","Involuntary","Supply Chain & Logistics","G1","Prakash Reyes","Male","29","0.1"
"BLD-101237","2023-01-08","2024-05-25","Resignation - Relocation","Voluntary","R&D","G1","Ramesh Devi","Male","43","1.4"
"BLD-101242","2025-03-04","2025-12-17","Resignation - Personal Reasons","Voluntary","R&D","G2","Kumar Malik","Female","29","0.8"
"BLD-101243","2023-01-14","2024-08-09","Resignation - Personal Reasons","Voluntary","IT & Digital","G8","Santosh Fernandes","Male","50","1.6"
"BLD-101244","2025-03-21","2025-05-28","Termination - Disciplinary","Involuntary","Supply Chain & Logistics","G3","Anil Fernandes","Female","53","0.2"
"BLD-101258","2025-03-07","2025-03-27","Termination - Performance","Involuntary","Farm Operations","G1","Ravi Ahmed","Male","25","0.1"
"BLD-101264","2024-03-24","2025-08-19","End of Contract - Not Renewed by Employee","Voluntary","Finance","G9","Ahmed Malik","Male","40","1.4"
"BLD-101266","2023-09-15","2023-12-14","Resignation - Relocation","Voluntary","IT & Digital","G3","Amina Fernandes","Male","40","0.2"
"BLD-101269","2023-03-15","2025-02-08","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G1","Faisal Al-Marri","Male","42","1.9"
"BLD-101270","2024-01-17","2025-03-31","End of Contract - Not Renewed by Employee","Voluntary","Finance","G10","Rakesh Cruz","Female","25","1.2"
"BLD-101272","2023-06-18","2024-02-19","Resignation - Personal Reasons","Voluntary","People & Culture","G4","Hassan Cruz","Female","40","0.7"
"BLD-101277","2025-09-19","2025-11-15","Termination - Disciplinary","Involuntary","Supply Chain & Logistics","G4","Anil Islam","Male","22","0.2"
"BLD-101284","2023-06-21","2024-06-23","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G1","Joy Reyes","Male","35","1"
"BLD-101287","2024-07-17","2025-10-28","Resignation - Better Opportunity","Voluntary","Corporate & Executive Office","G3","Pooja Abdullah","Female","39","1.3"
"BLD-101289","2023-01-22","2024-08-08","End of Contract - Not Renewed by Employee","Voluntary","Procurement","G11","Mohamed Rai","Male","49","1.5"
"BLD-101291","2023-11-05","2025-04-20","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G7","Manoj Al-Kuwari","Female","53","1.5"
"BLD-101294","2023-02-10","2025-08-15","Resignation - Personal Reasons","Voluntary","Corporate & Executive Office","G5","Rina Rai","Female","39","2.5"
"BLD-101296","2023-10-04","2025-12-24","Resignation - Relocation","Voluntary","People & Culture","G5","Noor Mahmoud","Female","38","2.2"
"BLD-101300","2023-03-12","2023-04-22","Resignation - Personal Reasons","Voluntary","Finance","G5","Anita Pereira","Female","32","0.1"
"BLD-101301","2023-01-08","2023-09-29","Resignation - Personal Reasons","Voluntary","R&D","G2","Manoj Santos","Male","39","0.7"
"BLD-101302","2023-08-13","2025-11-09","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G6","Ravi Khan","Male","48","2.2"
"BLD-101306","2023-03-17","2025-02-11","Termination - Performance","Involuntary","R&D","G5","Anita Ahmed","Female","30","1.9"
"BLD-101311","2024-05-12","2025-07-07","Termination - Redundancy","Involuntary","Finance","G5","Rina Malik","Male","25","1.2"
"BLD-101315","2024-06-27","2024-08-12","Resignation - Personal Reasons","Voluntary","IT & Digital","G5","Juan Islam","Male","26","0.1"
"BLD-101318","2023-11-13","2025-03-27","Termination - Disciplinary","Involuntary","Corporate & Executive Office","G1","Arjun Cruz","Male","22","1.4"
"BLD-101322","2024-03-20","2024-07-04","Resignation - Better Opportunity","Voluntary","Farm Operations","G4","Krishna Thapa","Male","53","0.3"
"BLD-101323","2024-09-11","2025-12-05","Resignation - Personal Reasons","Voluntary","Quality Assurance & Food Safety","G5","Omar Ibrahim","Male","50","1.2"
"BLD-101324","2023-03-26","2023-11-17","Resignation - Personal Reasons","Voluntary","Marketing","G2","Rowena Chowdhury","Female","46","0.6"
"BLD-101325","2024-06-23","2024-09-02","Resignation - Relocation","Voluntary","People & Culture","G5","Juan Santos","Female","29","0.2"
"BLD-101326","2023-09-10","2025-04-17","Termination - Redundancy","Involuntary","Engineering & Maintenance","G6","Ramesh Kapoor","Female","37","1.6"
"BLD-101327","2024-08-10","2025-08-29","Contract Non-Renewal - Company Decision","Involuntary","Quality Assurance & Food Safety","G4","Sunita Cruz","Male","47","1.1"
"BLD-101330","2023-05-16","2025-02-26","End of Contract - Not Renewed by Employee","Voluntary","Corporate & Executive Office","G4","Rakesh Islam","Male","30","1.8"
"BLD-101340","2023-04-05","2024-01-18","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G1","Ramesh Santos","Male","21","0.8"
"BLD-101345","2023-01-21","2024-05-16","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G5","Anil Islam","Female","24","1.3"
"BLD-101351","2025-03-08","2025-09-10","Resignation - Better Opportunity","Voluntary","Engineering & Maintenance","G5","Bishnu El-Sayed","Male","48","0.5"
"BLD-101356","2024-07-18","2025-10-20","End of Contract - Not Renewed by Employee","Voluntary","Finance","G5","Fatima Youssef","Female","24","1.3"
"BLD-101362","2024-08-14","2025-04-03","Resignation - Better Opportunity","Voluntary","Finance","G5","Santosh Reyes","Male","20","0.6"
"BLD-101366","2023-01-24","2023-02-02","Resignation - Better Opportunity","Voluntary","Farm Operations","G9","Ahmed Cruz","Female","27","0"
"BLD-101373","2025-07-11","2025-12-16","Contract Non-Renewal - Company Decision","Involuntary","Sales & Distribution","G1","Ramesh El-Sayed","Female","52","0.4"
"BLD-101377","2023-07-19","2024-05-16","Termination - Performance","Involuntary","Supply Chain & Logistics","G11","Suresh Reyes","Male","54","0.8"
"BLD-101378","2023-07-08","2023-08-17","Resignation - Better Opportunity","Voluntary","Corporate & Executive Office","G1","Rakesh Sharma","Female","25","0.1"
"BLD-101380","2023-10-21","2025-01-17","Contract Non-Renewal - Company Decision","Involuntary","Production","G3","Bishnu Mansour","Male","40","1.2"
"BLD-101393","2025-08-21","2025-12-21","End of Contract - Not Renewed by Employee","Voluntary","Production","G4","Santosh Gurung","Male","29","0.3"
"BLD-101394","2024-03-27","2024-05-01","Contract Non-Renewal - Company Decision","Involuntary","Sales & Distribution","G3","Manoj Reyes","Male","24","0.1"
"BLD-101404","2023-08-05","2023-11-02","End of Contract - Not Renewed by Employee","Voluntary","Production","G4","Omar Al-Kuwari","Male","39","0.2"
"BLD-101413","2024-09-15","2025-11-24","Resignation - Relocation","Voluntary","Finance","G9","Shobha Thapa","Female","55","1.2"
"BLD-101414","2024-02-18","2025-05-20","Resignation - Relocation","Voluntary","People & Culture","G3","Noor Mahmoud","Male","33","1.3"
"BLD-101420","2023-02-13","2024-03-14","Resignation - Relocation","Voluntary","Corporate & Executive Office","G2","Krishna Al-Sayed","Male","44","1.1"
"BLD-101424","2024-08-01","2024-08-31","Resignation - Personal Reasons","Voluntary","Quality Assurance & Food Safety","G5","Pooja Thapa","Female","47","0.1"
"BLD-101425","2024-07-10","2025-04-24","End of Contract - Not Renewed by Employee","Voluntary","Marketing","G6","Anil Kapoor","Male","24","0.8"
"BLD-101429","2023-02-22","2024-07-19","Termination - Redundancy","Involuntary","Production","G4","Bishnu Mansour","Male","28","1.4"
"BLD-101432","2023-05-01","2025-02-17","Resignation - Personal Reasons","Voluntary","Corporate & Executive Office","G4","Pooja Abdullah","Female","38","1.8"
"BLD-101433","2023-07-21","2025-01-17","End of Contract - Not Renewed by Employee","Voluntary","Sales & Distribution","G3","Omar Chowdhury","Male","45","1.5"
"BLD-101445","2023-09-03","2024-02-20","Resignation - Personal Reasons","Voluntary","Quality Assurance & Food Safety","G7","Anil Gurung","Male","27","0.5"
"BLD-101446","2023-07-13","2024-09-02","Resignation - Relocation","Voluntary","Sales & Distribution","G10","Anil Khan","Male","49","1.1"
"BLD-101447","2023-09-20","2024-11-18","Resignation - Relocation","Voluntary","Supply Chain & Logistics","G1","Ramesh Santos","Female","29","1.2"
"BLD-101453","2023-03-16","2024-03-13","Resignation - Personal Reasons","Voluntary","Production","G4","Krishna Santos","Male","41","1"
"BLD-101455","2023-03-06","2023-08-16","End of Contract - Not Renewed by Employee","Voluntary","Quality Assurance & Food Safety","G2","Aisha Ahmed","Female","35","0.4"
"BLD-101461","2025-09-27","2025-11-08","Resignation - Relocation","Voluntary","Procurement","G3","Sanjay Fernandes","Male","37","0.1"
"BLD-101466","2024-06-07","2024-10-31","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G1","Rajesh Ibrahim","Male","20","0.4"
"BLD-101470","2025-03-01","2025-07-02","End of Contract - Not Renewed by Employee","Voluntary","Finance","G2","Suresh Mahmoud","Male","22","0.3"
"BLD-101472","2023-10-12","2024-05-29","Resignation - Relocation","Voluntary","Finance","G9","Jose Islam","Male","44","0.6"
"BLD-101473","2024-03-04","2025-07-13","Resignation - Relocation","Voluntary","Corporate & Executive Office","G6","Deepak Mahmoud","Female","43","1.4"
"BLD-101476","2023-02-07","2024-01-01","End of Contract - Not Renewed by Employee","Voluntary","Sales & Distribution","G4","Ahmed Iqbal","Male","22","0.9"
"BLD-101489","2024-02-10","2025-02-23","Resignation - Better Opportunity","Voluntary","Quality Assurance & Food Safety","G2","Dalia Baig","Male","29","1"
"BLD-101492","2023-11-20","2024-10-05","End of Contract - Not Renewed by Employee","Voluntary","R&D","G3","Bishnu Khan","Male","55","0.9"
"BLD-101493","2023-01-23","2023-02-18","Resignation - Better Opportunity","Voluntary","People & Culture","G2","Pooja Chowdhury","Female","21","0.1"
"BLD-101499","2023-07-08","2025-12-21","Resignation - Relocation","Voluntary","People & Culture","G1","Noor Mahmoud","Female","47","2.5"
"BLD-101503","2023-03-22","2025-02-11","Resignation - Relocation","Voluntary","Sales & Distribution","G5","Nadia Baig","Male","24","1.9"
"BLD-101504","2023-01-06","2024-05-30","Resignation - Better Opportunity","Voluntary","Production","G6","Juan Hassan","Male","53","1.4"
"BLD-101509","2023-08-06","2025-01-30","Resignation - Better Opportunity","Voluntary","Supply Chain & Logistics","G13","Yousef Al-Attiyah","Male","36","1.5"
"BLD-101511","2024-03-11","2025-02-10","Resignation - Relocation","Voluntary","People & Culture","G5","Noor Sharma","Female","25","0.9"
